task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,eloundu_human,eloundu_gpt4,a_med_nat_2025,a_med_al_2025,a_med_ak_2025,a_med_az_2025,a_med_ar_2025,a_med_ca_2025,a_med_co_2025,a_med_ct_2025,a_med_de_2025,a_med_dc_2025,a_med_fl_2025,a_med_ga_2025,a_med_hi_2025,a_med_id_2025,a_med_il_2025,a_med_in_2025,a_med_ia_2025,a_med_ks_2025,a_med_ky_2025,a_med_la_2025,a_med_me_2025,a_med_md_2025,a_med_ma_2025,a_med_mi_2025,a_med_mn_2025,a_med_ms_2025,a_med_mo_2025,a_med_mt_2025,a_med_ne_2025,a_med_nv_2025,a_med_nh_2025,a_med_nj_2025,a_med_nm_2025,a_med_ny_2025,a_med_nc_2025,a_med_nd_2025,a_med_oh_2025,a_med_ok_2025,a_med_or_2025,a_med_pa_2025,a_med_ri_2025,a_med_sc_2025,a_med_sd_2025,a_med_tn_2025,a_med_tx_2025,a_med_ut_2025,a_med_vt_2025,a_med_va_2025,a_med_wa_2025,a_med_wv_2025,a_med_wi_2025,a_med_wy_2025,a_med_gu_2025,a_med_pr_2025,a_med_vi_2025,emp_tot_nat_2025,emp_tot_al_2025,emp_tot_ak_2025,emp_tot_az_2025,emp_tot_ar_2025,emp_tot_ca_2025,emp_tot_co_2025,emp_tot_ct_2025,emp_tot_de_2025,emp_tot_dc_2025,emp_tot_fl_2025,emp_tot_ga_2025,emp_tot_hi_2025,emp_tot_id_2025,emp_tot_il_2025,emp_tot_in_2025,emp_tot_ia_2025,emp_tot_ks_2025,emp_tot_ky_2025,emp_tot_la_2025,emp_tot_me_2025,emp_tot_md_2025,emp_tot_ma_2025,emp_tot_mi_2025,emp_tot_mn_2025,emp_tot_ms_2025,emp_tot_mo_2025,emp_tot_mt_2025,emp_tot_ne_2025,emp_tot_nv_2025,emp_tot_nh_2025,emp_tot_nj_2025,emp_tot_nm_2025,emp_tot_ny_2025,emp_tot_nc_2025,emp_tot_nd_2025,emp_tot_oh_2025,emp_tot_ok_2025,emp_tot_or_2025,emp_tot_pa_2025,emp_tot_ri_2025,emp_tot_sc_2025,emp_tot_sd_2025,emp_tot_tn_2025,emp_tot_tx_2025,emp_tot_ut_2025,emp_tot_vt_2025,emp_tot_va_2025,emp_tot_wa_2025,emp_tot_wv_2025,emp_tot_wi_2025,emp_tot_wy_2025,emp_tot_gu_2025,emp_tot_pr_2025,emp_tot_vi_2025
"Interpret laws, rulings and regulations for individuals and businesses.",interpret laws rulings and regulations for individuals and businesses,Provide legal advice to clients.,Advise others on legal or regulatory matters.,Providing Consultation and Advice to Others,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,2.877551020408163,0.0646640431068717,2026-02-12,1.8124492307692308,4.54,97.95,1.0,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
"Analyze the probable outcomes of cases, using knowledge of legal precedents.",analyze the probable outcomes of cases using knowledge of legal precedents,Identify implications for cases from legal precedents or other legal information.,"Research laws, precedents, or other legal data.",Analyzing Data or Information,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,5.0,0.0096400314192105,2026-02-12,2.1004342307692307,4.41,96.57,1.0,E1,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
Gather evidence to formulate defense or to initiate legal actions by such means as interviewing clients and witnesses to ascertain the facts of a case.,gather evidence to formulate defense or to initiate legal actions by such means as interviewing clients and witnesses to ascertain the facts of a case,Interview claimants to get information related to legal proceedings.,Interview people to obtain information.,Getting Information,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,3.5829666118706665,0.0006171619951026,2026-02-12,1.6637684615384616,4.4,82.01,1.0,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
Evaluate findings and develop strategies and arguments in preparation for presentation of cases.,evaluate findings and develop strategies and arguments in preparation for presentation of cases,Identify implications for cases from legal precedents or other legal information.,"Research laws, precedents, or other legal data.",Analyzing Data or Information,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,4.318181818181818,0.0050560825833374,2026-02-12,0.6861469230769232,4.31,73.68,1.0,E1,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
"Advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",advise clients concerning business transactions claim liability advisability of prosecuting or defending lawsuits or legal rights and obligations,Provide legal advice to clients.,Advise others on legal or regulatory matters.,Providing Consultation and Advice to Others,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,4.033912099837222,0.0199050557450267,2026-02-12,1.2975203846153849,4.27,81.8,1.0,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
Examine legal data to determine advisability of defending or prosecuting lawsuit.,examine legal data to determine advisability of defending or prosecuting lawsuit,Research relevant legal materials to aid decision making.,Consult legal materials or public records.,Getting Information,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,5.0,0.0023544198681623,2026-02-12,1.2256923076923076,4.21,87.41,1.0,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
Examine legal data to determine advisability of defending or prosecuting lawsuit.,examine legal data to determine advisability of defending or prosecuting lawsuit,Identify implications for cases from legal precedents or other legal information.,"Research laws, precedents, or other legal data.",Analyzing Data or Information,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,5.0,0.0023544198681623,2026-02-12,1.2256923076923076,4.21,87.41,1.0,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
"Study Constitution, statutes, decisions, regulations, and ordinances of quasi-judicial bodies to determine ramifications for cases.",study constitution statutes decisions regulations and ordinances of quasijudicial bodies to determine ramifications for cases,Research relevant legal materials to aid decision making.,Consult legal materials or public records.,Getting Information,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,4.17654077087202,0.0008496225245118,2026-02-12,1.076626153846154,4.04,87.18,1.0,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
"Study Constitution, statutes, decisions, regulations, and ordinances of quasi-judicial bodies to determine ramifications for cases.",study constitution statutes decisions regulations and ordinances of quasijudicial bodies to determine ramifications for cases,Identify implications for cases from legal precedents or other legal information.,"Research laws, precedents, or other legal data.",Analyzing Data or Information,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,4.17654077087202,0.0008496225245118,2026-02-12,1.076626153846154,4.04,87.18,1.0,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
Negotiate settlements of civil disputes.,negotiate settlements of civil disputes,Arbitrate disputes between parties to resolve legal conflicts.,Mediate disputes.,Resolving Conflicts and Negotiating with Others,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,3.8469347193330594,0.0004055016594261,2026-02-12,1.0101126923076924,4.02,71.55,1.0,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
Search for and examine public and other legal records to write opinions or establish ownership.,search for and examine public and other legal records to write opinions or establish ownership,Evaluate information related to legal matters in public or personal records.,Consult legal materials or public records.,Getting Information,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,4.067796610169491,0.0005835936582631,2026-02-12,0.7892873076923076,3.7,77.62,1.0,E1,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
"Prepare legal briefs and opinions, and file appeals in state and federal courts of appeal.",prepare legal briefs and opinions and file appeals in state and federal courts of appeal,Prepare documentation of legal proceedings.,Record information about legal matters.,Documenting/Recording Information,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,5.0,0.0168741940626534,2026-02-12,0.1999103846153846,3.86,61.58,1.0,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
"Prepare legal briefs and opinions, and file appeals in state and federal courts of appeal.",prepare legal briefs and opinions and file appeals in state and federal courts of appeal,Prepare legal documents.,Prepare legal or regulatory documents.,Documenting/Recording Information,Lawyers,lawyers,23-1011.00,Lawyers,23-1011,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,5.0,0.0168741940626534,2026-02-12,0.1999103846153846,3.86,61.58,1.0,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.000000000001,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7019.999999999999,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
"Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate suggestions or recommendations.",prepare briefs legal memoranda or statements of issues involved in cases including appropriate suggestions or recommendations,Prepare documentation of legal proceedings.,Record information about legal matters.,Documenting/Recording Information,Judicial Law Clerks,judicial law clerks,23-1012.00,Judicial Law Clerks,23-1012,23-1012.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,4.162790697674419,0.0114678873000849,2026-02-12,3.538190384615384,4.85,95.52,1.0555555555555556,E2,E2,64920.0,64920.0,67580.0,60170.0,80150.0,79030.0,67230.0,98670.0,64720.0,64920.0,55180.0,55120.0,47010.0,75540.0,64920.0,57140.0,64260.0,45720.0,64920.0,63180.0,67890.0,70110.0,143350.0,62260.0,71070.0,64920.0,66060.0,47320.0,49570.0,69600.0,64920.0,58890.0,64920.0,133320.0,64920.0,85530.0,49840.0,44990.0,86870.0,50590.0,64920.0,50330.0,64920.0,75190.0,63130.0,51900.0,64920.0,65940.0,80240.0,52120.0,54250.0,64920.0,64920.0,64920.0,64920.0,13290.0,179.0,140.0,250.0,50.0,1800.0,140.0,270.0,100.0,60.0,1300.0,560.0,330.0,60.0,518.0,70.0,90.0,40.0,170.0,90.0,30.0,370.0,500.0,280.0,410.0,99.0,100.0,40.0,110.0,70.0,58.0,530.0,74.0,850.0,420.0,40.0,240.0,130.0,30.0,970.0,43.0,230.0,39.0,400.0,220.0,630.0,26.0,380.0,580.0,260.0,180.0,24.0,6.0,80.0,3.0
"Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate suggestions or recommendations.",prepare briefs legal memoranda or statements of issues involved in cases including appropriate suggestions or recommendations,Prepare legal documents.,Prepare legal or regulatory documents.,Documenting/Recording Information,Judicial Law Clerks,judicial law clerks,23-1012.00,Judicial Law Clerks,23-1012,23-1012.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,4.162790697674419,0.0114678873000849,2026-02-12,3.538190384615384,4.85,95.52,1.0555555555555556,E2,E2,64920.0,64920.0,67580.0,60170.0,80150.0,79030.0,67230.0,98670.0,64720.0,64920.0,55180.0,55120.0,47010.0,75540.0,64920.0,57140.0,64260.0,45720.0,64920.0,63180.0,67890.0,70110.0,143350.0,62260.0,71070.0,64920.0,66060.0,47320.0,49570.0,69600.0,64920.0,58890.0,64920.0,133320.0,64920.0,85530.0,49840.0,44990.0,86870.0,50590.0,64920.0,50330.0,64920.0,75190.0,63130.0,51900.0,64920.0,65940.0,80240.0,52120.0,54250.0,64920.0,64920.0,64920.0,64920.0,13290.0,179.0,140.0,250.0,50.0,1800.0,140.0,270.0,100.0,60.0,1300.0,560.0,330.0,60.0,518.0,70.0,90.0,40.0,170.0,90.0,30.0,370.0,500.0,280.0,410.0,99.0,100.0,40.0,110.0,70.0,58.0,530.0,74.0,850.0,420.0,40.0,240.0,130.0,30.0,970.0,43.0,230.0,39.0,400.0,220.0,630.0,26.0,380.0,580.0,260.0,180.0,24.0,6.0,80.0,3.0
"Research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court.",research laws court decisions documents opinions briefs or other information related to cases before the court,Research relevant legal materials to aid decision making.,Consult legal materials or public records.,Getting Information,Judicial Law Clerks,judicial law clerks,23-1012.00,Judicial Law Clerks,23-1012,23-1012.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,False,5.0,0.0087391300411624,2026-02-12,3.6885307692307694,4.84,94.69,1.0555555555555556,E2,E2,64920.0,64920.0,67580.0,60170.0,80150.0,79030.0,67230.0,98670.0,64720.0,64920.0,55180.0,55120.0,47010.0,75540.0,64920.0,57140.0,64260.0,45720.0,64920.0,63180.0,67890.0,70110.0,143350.0,62260.0,71070.0,64920.0,66060.0,47320.0,49570.0,69600.0,64920.0,58890.0,64920.0,133320.0,64920.0,85530.0,49840.0,44990.0,86870.0,50590.0,64920.0,50330.0,64920.0,75190.0,63130.0,51900.0,64920.0,65940.0,80240.0,52120.0,54250.0,64920.0,64920.0,64920.0,64920.0,13290.0,179.0,140.0,250.0,50.0,1800.0,140.0,270.0,100.0,60.0,1300.0,560.0,330.0,60.0,518.0,70.0,90.0,40.0,170.0,90.0,30.0,370.0,500.0,280.0,410.0,99.0,100.0,40.0,110.0,70.0,58.0,530.0,74.0,850.0,420.0,40.0,240.0,130.0,30.0,970.0,43.0,230.0,39.0,400.0,220.0,630.0,26.0,380.0,580.0,260.0,180.0,24.0,6.0,80.0,3.0
