task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,eloundu_human,eloundu_gpt4,a_med_nat_2024,a_med_al_2024,a_med_ak_2024,a_med_az_2024,a_med_ar_2024,a_med_ca_2024,a_med_co_2024,a_med_ct_2024,a_med_de_2024,a_med_dc_2024,a_med_fl_2024,a_med_ga_2024,a_med_hi_2024,a_med_id_2024,a_med_il_2024,a_med_in_2024,a_med_ia_2024,a_med_ks_2024,a_med_ky_2024,a_med_la_2024,a_med_me_2024,a_med_md_2024,a_med_ma_2024,a_med_mi_2024,a_med_mn_2024,a_med_ms_2024,a_med_mo_2024,a_med_mt_2024,a_med_ne_2024,a_med_nv_2024,a_med_nh_2024,a_med_nj_2024,a_med_nm_2024,a_med_ny_2024,a_med_nc_2024,a_med_nd_2024,a_med_oh_2024,a_med_ok_2024,a_med_or_2024,a_med_pa_2024,a_med_ri_2024,a_med_sc_2024,a_med_sd_2024,a_med_tn_2024,a_med_tx_2024,a_med_ut_2024,a_med_vt_2024,a_med_va_2024,a_med_wa_2024,a_med_wv_2024,a_med_wi_2024,a_med_wy_2024,a_med_gu_2024,a_med_pr_2024,a_med_vi_2024,emp_tot_nat_2024,emp_tot_al_2024,emp_tot_ak_2024,emp_tot_az_2024,emp_tot_ar_2024,emp_tot_ca_2024,emp_tot_co_2024,emp_tot_ct_2024,emp_tot_de_2024,emp_tot_dc_2024,emp_tot_fl_2024,emp_tot_ga_2024,emp_tot_hi_2024,emp_tot_id_2024,emp_tot_il_2024,emp_tot_in_2024,emp_tot_ia_2024,emp_tot_ks_2024,emp_tot_ky_2024,emp_tot_la_2024,emp_tot_me_2024,emp_tot_md_2024,emp_tot_ma_2024,emp_tot_mi_2024,emp_tot_mn_2024,emp_tot_ms_2024,emp_tot_mo_2024,emp_tot_mt_2024,emp_tot_ne_2024,emp_tot_nv_2024,emp_tot_nh_2024,emp_tot_nj_2024,emp_tot_nm_2024,emp_tot_ny_2024,emp_tot_nc_2024,emp_tot_nd_2024,emp_tot_oh_2024,emp_tot_ok_2024,emp_tot_or_2024,emp_tot_pa_2024,emp_tot_ri_2024,emp_tot_sc_2024,emp_tot_sd_2024,emp_tot_tn_2024,emp_tot_tx_2024,emp_tot_ut_2024,emp_tot_vt_2024,emp_tot_va_2024,emp_tot_wa_2024,emp_tot_wv_2024,emp_tot_wi_2024,emp_tot_wy_2024,emp_tot_gu_2024,emp_tot_pr_2024,emp_tot_vi_2024
Develop processes or identify equipment needed for pilot or commercial nanoscale scale production.,develop processes or identify equipment needed for pilot or commercial nanoscale scale production,Develop technical methods or processes.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.8,0.0094385702453792,2025-04-24,0.4516815384615384,3.56,85.71,1.0,E2,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
"Provide technical guidance or support to customers on topics such as nanosystem start-up, maintenance, or use.",provide technical guidance or support to customers on topics such as nanosystem startup maintenance or use,Advise customers on the use of products or services.,Advise others on products or services.,Providing Consultation and Advice to Others,Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.8,0.0188771404907584,2025-04-24,1.1474492307692308,3.56,85.71,1.0,E1,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
"Engineer production processes for specific nanotechnology applications, such as electroplating, nanofabrication, or epoxy.",engineer production processes for specific nanotechnology applications such as electroplating nanofabrication or epoxy,Develop technical methods or processes.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.8,0.0094385702453792,2025-04-24,0.9446211538461536,3.47,90.48,1.0,E0,E0,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
Identify new applications for existing nanotechnologies.,identify new applications for existing nanotechnologies,Identify new applications for existing technologies.,Identify business or organizational opportunities.,"Identifying Objects, Actions, and Events",Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.53,0.0179332834662205,2025-04-24,0.2544446153846154,3.35,100.0,1.0,E2,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
"Design or engineer nanomaterials, nanodevices, nano-enabled products, or nanosystems, using three-dimensional computer-aided design (CAD) software.",design or engineer nanomaterials nanodevices nanoenabled products or nanosystems using threedimensional computeraided design cad software,Design materials for industrial or commercial applications.,Design materials or devices.,Thinking Creatively,Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.0,0.0028315710736137,2025-04-24,0.3773076923076923,3.3,95.24,1.0,E2,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
"Design nano-enabled products with reduced toxicity, increased durability, or improved energy efficiency.",design nanoenabled products with reduced toxicity increased durability or improved energy efficiency,"Design micro- or nano-scale materials, devices, or systems.",Design materials or devices.,Thinking Creatively,Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,2.33,0.0009438570245379,2025-04-24,0.4221711538461538,3.25,76.19,1.0,E2,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
"Coordinate or supervise the work of suppliers or vendors in the designing, building, or testing of nanosystem devices, such as lenses or probes.",coordinate or supervise the work of suppliers or vendors in the designing building or testing of nanosystem devices such as lenses or probes,"Coordinate activities with suppliers, contractors, clients, or other departments.","Coordinate activities with clients, agencies, or organizations.","Communicating with Supervisors, Peers, or Subordinates",Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.0,0.0084947132208413,2025-04-24,0.3301061538461539,3.17,85.71,1.0,E0,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
Reengineer nanomaterials to improve biodegradability.,reengineer nanomaterials to improve biodegradability,Research engineering aspects of biological or chemical processes.,Research technology designs or applications.,Getting Information,Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,True,2.33,0.0009438570245379,2025-04-24,0.1535061538461538,2.86,66.67,1.0,E2,E1,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
"Integrate nanotechnology with antimicrobial properties into products, such as household or medical appliances, to reduce the development of bacteria or other microbes.",integrate nanotechnology with antimicrobial properties into products such as household or medical appliances to reduce the development of bacteria or other microbes,"Design micro- or nano-scale materials, devices, or systems.",Design materials or devices.,Thinking Creatively,Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,True,1.0,0.0009438570245379,2025-04-24,0.1531549999999999,2.75,57.14,1.0,E2,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
"Design nanoparticle catalysts to detect or remove chemical or other pollutants from water, soil, or air.",design nanoparticle catalysts to detect or remove chemical or other pollutants from water soil or air,Design materials for industrial or commercial applications.,Design materials or devices.,Thinking Creatively,Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.67,0.0018877140490758,2025-04-24,0.3950653846153846,2.58,57.14,1.0,E2,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
"Develop green building nanocoatings, such as self-cleaning, anti-stain, depolluting, anti-fogging, anti-icing, antimicrobial, moisture-resistant, or ultraviolet protectant coatings.",develop green building nanocoatings such as selfcleaning antistain depolluting antifogging antiicing antimicrobial moistureresistant or ultraviolet protectant coatings,Design materials for industrial or commercial applications.,Design materials or devices.,Thinking Creatively,Nanosystems Engineers,nanosystems engineers,17-2199.09,Nanosystems Engineers,17-2199,17-2199.09,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,True,1.0,0.0009438570245379,2025-04-24,0.2034953846153846,2.38,61.9,1.0,E2,E1,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,21672.0,3370.0000000000005,322.0,3059.0,667.0,30477.0,3002.0,1863.0,150.0,3036.0,10489.0,3970.000000000001,920.0,679.0,3462.0,1980.0,1403.0,886.0,644.0,8775.0,805.0,6670.0,3370.0,7625.0,1380.0,644.0,1472.0,322.0,380.0,886.0,667.0,3910.0,1720.0,5773.0,4865.0,311.0,5970.0,1219.0,2921.0,5417.0,390.0,1430.0,220.00000000000003,5302.0,11386.0,1748.0,414.0,6878.0,3623.0,702.0,874.0,219.0,92.0,460.0,5.0
"Create or maintain wind farm layouts, schematics, or other visual documentation for wind farms.",create or maintain wind farm layouts schematics or other visual documentation for wind farms,Create graphical representations of energy production systems.,Create visual designs or displays.,Thinking Creatively,Wind Energy Engineers,wind energy engineers,17-2199.10,Wind Energy Engineers,17-2199,17-2199.10,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.27,0.0066069991717654,2025-04-24,0.821243076923077,3.88,72.95,1.0,E2,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,3499.0,3370.0,52.0,494.0,108.0,4921.0,485.0,301.0,24.0,490.0,1694.0,3970.0,920.0,110.0,559.0,1980.0,227.0,143.0,104.0,1417.0,130.0,6670.0,544.0,1231.0,1380.0,104.0,238.0,52.0,61.0,143.0,108.0,3910.0,1720.0,932.0,786.0,50.0,5970.0,197.0,472.0,875.0,390.0,1430.0,220.0,856.0,1838.0,282.0,67.0,1111.0,585.0,113.0,141.0,35.0,15.0,74.0,1.0
"Recommend process or infrastructure changes to improve wind turbine performance, reduce operational costs, or comply with regulations.",recommend process or infrastructure changes to improve wind turbine performance reduce operational costs or comply with regulations,"Recommend technical design or process changes to improve efficiency, quality, or performance.",Advise others on business or operational matters.,Providing Consultation and Advice to Others,Wind Energy Engineers,wind energy engineers,17-2199.10,Wind Energy Engineers,17-2199,17-2199.10,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,2.6,0.0292595677606757,2025-04-24,0.4380965384615384,3.72,70.78,1.0,E1,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,3499.0,3370.0,52.0,494.0,108.0,4921.0,485.0,301.0,24.0,490.0,1694.0,3970.0,920.0,110.0,559.0,1980.0,227.0,143.0,104.0,1417.0,130.0,6670.0,544.0,1231.0,1380.0,104.0,238.0,52.0,61.0,143.0,108.0,3910.0,1720.0,932.0,786.0,50.0,5970.0,197.0,472.0,875.0,390.0,1430.0,220.0,856.0,1838.0,282.0,67.0,1111.0,585.0,113.0,141.0,35.0,15.0,74.0,1.0
"Create models to optimize the layout of wind farm access roads, crane pads, crane paths, collection systems, substations, switchyards, or transmission lines.",create models to optimize the layout of wind farm access roads crane pads crane paths collection systems substations switchyards or transmission lines,Create graphical representations of energy production systems.,Create visual designs or displays.,Thinking Creatively,Wind Energy Engineers,wind energy engineers,17-2199.10,Wind Energy Engineers,17-2199,17-2199.10,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.27,0.0066069991717654,2025-04-24,0.5429461538461539,3.54,67.99,1.0,E2,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,3499.0,3370.0,52.0,494.0,108.0,4921.0,485.0,301.0,24.0,490.0,1694.0,3970.0,920.0,110.0,559.0,1980.0,227.0,143.0,104.0,1417.0,130.0,6670.0,544.0,1231.0,1380.0,104.0,238.0,52.0,61.0,143.0,108.0,3910.0,1720.0,932.0,786.0,50.0,5970.0,197.0,472.0,875.0,390.0,1430.0,220.0,856.0,1838.0,282.0,67.0,1111.0,585.0,113.0,141.0,35.0,15.0,74.0,1.0
Monitor wind farm construction to ensure compliance with regulatory standards or environmental requirements.,monitor wind farm construction to ensure compliance with regulatory standards or environmental requirements,Monitor processes for compliance with standards.,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings",Wind Energy Engineers,wind energy engineers,17-2199.10,Wind Energy Engineers,17-2199,17-2199.10,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.0,0.0018877140490758,2025-04-24,0.2929907692307692,3.2,60.99,1.0,E0,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,3499.0,3370.0,52.0,494.0,108.0,4921.0,485.0,301.0,24.0,490.0,1694.0,3970.0,920.0,110.0,559.0,1980.0,227.0,143.0,104.0,1417.0,130.0,6670.0,544.0,1231.0,1380.0,104.0,238.0,52.0,61.0,143.0,108.0,3910.0,1720.0,932.0,786.0,50.0,5970.0,197.0,472.0,875.0,390.0,1430.0,220.0,856.0,1838.0,282.0,67.0,1111.0,585.0,113.0,141.0,35.0,15.0,74.0,1.0
Perform root cause analysis on wind turbine tower component failures.,perform root cause analysis on wind turbine tower component failures,Conduct quantitative failure analyses of operational data.,Analyze performance of systems or equipment.,Analyzing Data or Information,Wind Energy Engineers,wind energy engineers,17-2199.10,Wind Energy Engineers,17-2199,17-2199.10,Miscellaneous Engineers,Engineers,Architecture and Engineering Occupations,False,1.67,0.0018877140490758,2025-04-24,0.0576003846153846,2.97,47.64,1.0,E2,E2,117750.0,146480.0,132410.0,110160.0,75000.0,128830.0,125330.0,119220.0,85530.0,167270.0,103920.0,115790.0,120330.0,131390.0,109380.0,106040.0,100200.0,69210.0,89650.0,95550.0,114610.0,135990.0,132020.0,103800.0,116660.0,112100.0,93020.0,87130.0,76910.0,101660.0,118630.0,131960.0,142520.0,113380.0,106960.0,88100.0,113880.0,111230.0,125920.0,103580.0,131830.0,117980.0,82970.0,97990.0,115950.0,113290.0,110640.0,142110.0,125080.0,103400.0,107400.0,139010.0,89440.0,58710.0,117750.0,3499.0,3370.0,52.0,494.0,108.0,4921.0,485.0,301.0,24.0,490.0,1694.0,3970.0,920.0,110.0,559.0,1980.0,227.0,143.0,104.0,1417.0,130.0,6670.0,544.0,1231.0,1380.0,104.0,238.0,52.0,61.0,143.0,108.0,3910.0,1720.0,932.0,786.0,50.0,5970.0,197.0,472.0,875.0,390.0,1430.0,220.0,856.0,1838.0,282.0,67.0,1111.0,585.0,113.0,141.0,35.0,15.0,74.0,1.0
