title_current,pct_tasks_affected_confirmed,workers_affected_confirmed,wages_affected_confirmed,pct_tasks_affected_ceiling,workers_affected_ceiling,wages_affected_ceiling,adoption_gap,ska_overall_gap,emp_nat,median_wage,major,job_zone,risk_score,risk_tier,quadrant,opportunity_score
Packaging and Filling Machine Operators and Tenders,5.10,19588.81,801182325.72,26.56,101944.72,4169539116.19,21.45,-0.08,383860.00,40900.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,420271.53
Information Technology Project Managers,67.85,31333.09,3414366374.40,81.20,37497.07,4086055543.89,13.35,-1.82,46177.00,108970.00,Computer and Mathematical Occupations,4.00,7,moderate,Q3: Tool gap,418252.79
Retail Loss Prevention Specialists,43.59,36226.73,1507031904.39,55.08,45774.67,1904226070.00,11.49,0.18,83110.00,41600.00,Protective Service Occupations,2.00,10,high,Q1: Automation opportunity,416183.98
Machinists,31.89,95294.30,5350774710.71,36.25,108308.48,6081521331.29,4.36,-0.22,298790.00,56150.00,Production Occupations,3.00,5,moderate,Q2: Already adopted,415066.71
Geothermal Technicians,33.35,61259.25,2979649842.96,40.01,73502.75,3575173577.91,6.67,-1.08,183690.00,48640.00,"Installation, Maintenance, and Repair Occupations",2.00,8,high,Q2: Already adopted,408311.54
Helpers--Production Workers,12.12,20295.70,775701633.51,32.12,53789.43,2055832004.50,20.00,-0.35,167490.00,38220.00,Production Occupations,2.00,5,moderate,Q1: Automation opportunity,405862.25
Medical and Clinical Laboratory Technicians,39.30,33707.73,2086171703.95,51.19,43898.66,2716888311.78,11.88,0.17,85760.00,61890.00,Healthcare Practitioners and Technical Occupations,3.00,8,high,Q1: Automation opportunity,400551.70
Library Technicians,58.86,43422.30,1735589411.37,68.01,50168.20,2005222805.37,9.14,2.08,73770.00,39970.00,Educational Instruction and Library Occupations,3.00,10,high,Q1: Automation opportunity,397075.04
Mechanical Drafters,50.12,19995.93,1369921232.24,69.62,27779.94,1903203928.29,19.51,-0.99,39900.00,68510.00,Architecture and Engineering Occupations,3.00,8,high,Q1: Automation opportunity,390096.68
"Bus Drivers, Transit and Intercity",22.47,33472.45,1922657522.02,34.09,50793.19,2917560899.75,11.63,-1.37,148980.00,57440.00,Transportation and Material Moving Occupations,2.00,2,low,Q3: Tool gap,389158.04
Bakers,25.05,58092.67,2129096246.98,31.70,73507.79,2694060664.54,6.65,1.23,231890.00,36650.00,Production Occupations,2.00,5,moderate,Q2: Already adopted,386177.01
"Special Education Teachers, Secondary School",48.57,79061.95,5501921132.34,53.42,86962.17,6051697491.04,4.85,-1.98,162780.00,69590.00,Educational Instruction and Library Occupations,4.00,6,moderate,Q4: Low priority,383712.29
"Mathematical Science Teachers, Postsecondary",68.09,33242.89,2637823046.93,79.60,38858.43,3083416214.83,11.50,-3.43,48820.00,79350.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q3: Tool gap,382377.69
Marriage and Family Therapists,54.21,35707.60,2277430823.91,64.88,42738.54,2725863882.68,10.67,-4.01,65870.00,63780.00,Community and Social Service Occupations,5.00,7,moderate,Q3: Tool gap,381141.40
"Computer, Automated Teller, and Office Machine Repairers",48.83,35653.63,1670728998.72,59.39,43362.00,2031943235.07,10.56,-0.13,73010.00,46860.00,"Installation, Maintenance, and Repair Occupations",3.00,9,high,Q1: Automation opportunity,376429.76
"Career/Technical Education Teachers, Postsecondary",32.38,35995.17,2213343066.17,42.84,47612.85,2927713896.99,10.45,-0.85,111150.00,61490.00,Educational Instruction and Library Occupations,3.00,6,moderate,Q1: Automation opportunity,376230.50
Validation Engineers,35.48,31062.09,3141619441.42,47.59,41667.16,4214216665.31,12.11,-1.96,87557.50,101140.00,Architecture and Engineering Occupations,4.00,3,low,Q3: Tool gap,376227.90
Health Education Specialists,25.86,16850.14,1061558954.28,48.06,31312.72,1972701232.73,22.20,-1.39,65150.00,63000.00,Community and Social Service Occupations,4.00,4,moderate,Q3: Tool gap,374054.43
Instructional Coordinators,49.99,105405.62,7875908194.94,53.52,112856.95,8432671113.95,3.53,-2.18,210850.00,74720.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,372497.72
Business Intelligence Analysts,92.34,113079.83,12731657721.96,95.60,117065.06,13180355294.48,3.25,-1.29,122459.00,112590.00,Computer and Mathematical Occupations,4.00,7,moderate,Q4: Low priority,368000.43
Acute Care Nurses,32.08,158863.08,14869583965.89,34.37,170188.82,15929673240.02,2.29,-2.71,495221.00,93600.00,Healthcare Practitioners and Technical Occupations,4.00,5,moderate,Q4: Low priority,363321.01
Marketing Managers,76.80,295646.35,47607931820.29,78.01,300332.30,48362510685.44,1.22,-1.95,384980.00,161030.00,Management Occupations,4.00,7,moderate,Q4: Low priority,359858.86
Physical Therapists,48.91,121596.70,12283699134.20,51.85,128907.76,13022261426.66,2.94,-2.09,248630.00,101020.00,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q4: Low priority,357559.27
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,21.06,25931.31,1605148300.48,34.82,42878.06,2654151717.34,13.76,-1.65,123136.00,61900.00,Transportation and Material Moving Occupations,3.00,5,moderate,Q3: Tool gap,356882.89
Critical Care Nurses,24.02,159909.84,14967560854.88,26.24,174730.67,16354790245.43,2.23,-2.91,665841.00,93600.00,Healthcare Practitioners and Technical Occupations,4.00,3,low,Q4: Low priority,355940.23
Web Developers,84.52,56700.48,5362203173.51,90.77,60893.86,5758773314.12,6.25,-0.39,67083.73,94570.68,Computer and Mathematical Occupations,3.00,10,high,Q2: Already adopted,354432.12
Brokerage Clerks,71.34,28602.14,1800218831.48,83.73,33567.86,2112761070.37,12.39,0.73,40090.00,62940.00,Office and Administrative Support Occupations,3.00,11,high,Q1: Automation opportunity,354278.25
First-Line Supervisors of Security Workers,21.55,15150.16,887950655.91,44.92,31584.00,1851138220.87,23.37,-2.68,70310.00,58610.00,Protective Service Occupations,2.00,4,moderate,Q3: Tool gap,354110.79
Editors,63.22,60362.64,4542892074.18,69.05,65932.40,4962072212.43,5.83,-1.88,95480.00,75260.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,8,high,Q4: Low priority,352121.28
Construction and Building Inspectors,24.32,20864.39,1504739711.50,40.89,35072.34,2529417353.97,16.56,-0.90,85782.00,72120.00,Construction and Extraction Occupations,3.00,6,moderate,Q1: Automation opportunity,345573.98
Residential Advisors,42.88,35510.55,1391303175.39,52.60,43553.93,1706442928.94,9.71,-0.01,82810.00,39180.00,Personal Care and Service Occupations,3.00,10,high,Q1: Automation opportunity,344915.98
Food Batchmakers,25.16,43183.99,1761474951.85,33.14,56879.85,2320129190.41,7.98,0.39,171660.00,40790.00,Production Occupations,2.00,6,moderate,Q1: Automation opportunity,344542.70
Cost Estimators,56.37,123753.07,9537649137.43,59.14,129819.41,10005181864.55,2.76,-1.08,219530.00,77070.00,Business and Financial Operations Occupations,4.00,7,moderate,Q2: Already adopted,341970.59
Database Architects,68.69,33976.21,4174063907.49,78.71,38930.69,4782734965.69,10.02,-1.81,49461.98,122852.56,Computer and Mathematical Occupations,4.00,5,moderate,Q3: Tool gap,340331.28
"Tax Examiners and Collectors, and Revenue Agents",30.90,16539.20,988051974.70,51.23,27422.97,1638247978.58,20.33,-1.36,53530.00,59740.00,Business and Financial Operations Occupations,3.00,6,moderate,Q3: Tool gap,336276.41
Procurement Clerks,69.39,41564.85,2016310849.08,77.32,46315.56,2246767785.28,7.93,0.15,59900.00,48510.00,Office and Administrative Support Occupations,2.00,11,high,Q1: Automation opportunity,329653.66
Pharmacy Aides,50.04,20565.41,760920248.71,66.05,27144.74,1004355239.20,16.01,2.89,41100.00,37000.00,Healthcare Support Occupations,2.00,9,high,Q1: Automation opportunity,329212.92
Chemists,59.71,49708.47,4182967701.72,66.33,55221.54,4646892939.25,6.62,-2.70,83250.00,84150.00,"Life, Physical, and Social Science Occupations",4.00,5,moderate,Q4: Low priority,329184.99
Clinical Research Coordinators,46.49,24015.08,3870751104.50,60.10,31042.76,5003471443.10,13.61,-1.46,51654.00,161180.00,Management Occupations,4.00,7,moderate,Q3: Tool gap,326732.01
Surveyors,33.39,12910.90,939138700.36,58.70,22693.31,1650711305.45,25.30,-1.90,38663.00,72740.00,Architecture and Engineering Occupations,4.00,5,moderate,Q3: Tool gap,326668.17
Database Administrators,75.35,37271.99,4578959095.11,84.09,41593.68,5109890562.73,8.74,-1.10,49461.98,122852.56,Computer and Mathematical Occupations,4.00,9,high,Q1: Automation opportunity,325660.70
Chefs and Head Cooks,44.75,81591.99,4976295556.18,48.66,88707.80,5410288766.03,3.90,-1.53,182320.00,60990.00,Food Preparation and Serving Related Occupations,3.00,7,moderate,Q4: Low priority,318447.26
Operations Research Analysts,70.69,76177.41,6954235988.85,74.82,80626.55,7360398199.47,4.13,-3.30,107760.00,91290.00,Computer and Mathematical Occupations,5.00,7,moderate,Q4: Low priority,314517.59
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",20.62,29614.64,998605677.43,31.20,44796.97,1510553796.67,10.57,0.92,143590.00,33720.00,Protective Service Occupations,2.00,4,moderate,Q1: Automation opportunity,313127.10
Civil Engineering Technologists and Technicians,32.67,20300.84,1303313768.44,48.00,29819.79,1914430641.73,15.32,-1.02,62130.00,64200.00,Architecture and Engineering Occupations,3.00,7,moderate,Q1: Automation opportunity,311029.69
Information Security Analysts,83.84,150441.52,18791650510.83,85.91,154140.55,19253695611.73,2.06,-1.51,179430.00,124910.00,Computer and Mathematical Occupations,4.00,7,moderate,Q4: Low priority,310141.46
Water/Wastewater Engineers,41.50,49170.53,4896893046.80,47.81,56634.86,5640265245.38,6.30,-3.14,118470.00,99590.00,Architecture and Engineering Occupations,4.00,5,moderate,Q4: Low priority,309804.04
"Fraud Examiners, Investigators and Analysts",68.45,23412.96,1877484899.93,81.48,27870.07,2234901206.84,13.03,-2.12,34204.00,80190.00,Business and Financial Operations Occupations,4.00,7,moderate,Q3: Tool gap,305093.88
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",43.74,26239.55,1870879981.16,55.17,33097.66,2359863131.02,11.43,-1.78,59990.00,71300.00,"Installation, Maintenance, and Repair Occupations",3.00,5,moderate,Q3: Tool gap,299972.82
"Education and Childcare Administrators, Preschool and Daycare",27.09,19399.41,1091604829.19,42.53,30458.39,1713893377.19,15.44,-1.73,71620.00,56270.00,Management Occupations,4.00,3,low,Q3: Tool gap,299549.85
Diagnostic Medical Sonographers,37.23,32186.07,2875503406.76,46.38,40096.51,3582222325.66,9.15,-0.32,86460.00,89340.00,Healthcare Practitioners and Technical Occupations,3.00,7,moderate,Q1: Automation opportunity,294478.42
Allergists and Immunologists,30.31,41614.10,10366223064.75,37.38,51321.54,12784380245.69,7.07,-2.85,137310.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q4: Low priority,294200.16
"Kindergarten Teachers, Except Special Education",56.91,65111.74,3999814078.92,61.39,70231.52,4314322507.17,4.47,-0.61,114410.00,61430.00,Educational Instruction and Library Occupations,4.00,9,high,Q2: Already adopted,291371.50
Automotive Engineers,49.06,69233.37,7083958004.52,53.26,75166.80,7691066467.41,4.20,-4.37,141126.00,102320.00,Architecture and Engineering Occupations,4.00,5,moderate,Q4: Low priority,291081.21
Electrical and Electronic Engineering Technologists and Technicians,42.53,39425.84,3042886643.96,49.89,46250.10,3569582773.41,7.36,-1.07,92710.00,77180.00,Architecture and Engineering Occupations,3.00,6,moderate,Q1: Automation opportunity,290208.26
"Paper Goods Machine Setters, Operators, and Tenders",15.45,14982.67,739993869.22,34.82,33755.60,1667189170.89,19.36,0.85,96950.00,49390.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,290117.20
Photographers,60.56,31023.68,1319126934.42,69.88,35797.01,1522088770.89,9.32,-0.30,51230.00,42520.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,11,high,Q1: Automation opportunity,289061.40
Computer Hardware Engineers,54.59,41333.21,6407474726.49,61.46,46532.55,7213476204.73,6.87,-3.68,75710.00,155020.00,Architecture and Engineering Occupations,4.00,7,moderate,Q4: Low priority,283853.35
Surveying and Mapping Technicians,29.73,16862.21,875823086.57,46.50,26374.40,1369886155.36,16.77,0.67,56720.00,51940.00,Architecture and Engineering Occupations,3.00,7,moderate,Q1: Automation opportunity,282786.50
Training and Development Specialists,60.20,262836.61,17307790638.08,61.26,267473.20,17613110192.61,1.06,-2.76,436610.00,65850.00,Business and Financial Operations Occupations,4.00,7,moderate,Q4: Low priority,279120.04
"Airline Pilots, Copilots, and Flight Engineers",14.89,14786.48,3350615833.08,33.76,33519.88,7595604956.37,18.87,-4.26,99300.00,226600.00,Transportation and Material Moving Occupations,4.00,2,low,Q3: Tool gap,278953.72
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",24.87,32297.87,1487640079.95,33.39,43354.05,1996887447.83,8.51,-0.82,129850.00,46060.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,275002.63
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",18.57,32387.80,1476559638.72,26.97,47043.87,2144729991.23,8.40,0.12,174430.00,45590.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,272130.88
Social Science Research Assistants,53.47,17611.60,1022177256.98,68.89,22691.02,1316986928.41,15.42,0.30,32940.00,58040.00,"Life, Physical, and Social Science Occupations",4.00,10,high,Q1: Automation opportunity,271574.84
"Special Education Teachers, Middle School",44.16,42101.74,2731561124.57,50.61,48246.55,3130236046.70,6.45,-2.27,95330.00,64880.00,Educational Instruction and Library Occupations,4.00,7,moderate,Q4: Low priority,271380.45
"Biological Science Teachers, Postsecondary",74.81,39836.03,3324715481.08,81.60,43450.58,3626385178.67,6.79,-3.34,53250.00,83460.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,270401.94
"Cooks, Short Order",49.64,74667.16,2659644311.21,53.26,80106.65,2853398944.39,3.62,1.50,150420.00,35620.00,Food Preparation and Serving Related Occupations,2.00,8,high,Q2: Already adopted,270011.49
Concierges,65.83,29094.74,1085815825.14,75.09,33187.92,1238573064.87,9.26,-0.33,44200.00,37320.00,Personal Care and Service Occupations,2.00,9,high,Q1: Automation opportunity,269434.02
Lodging Managers,56.23,23250.77,1584074854.54,67.79,28033.03,1909890175.62,11.57,-2.62,41350.00,68130.00,Management Occupations,4.00,8,high,Q3: Tool gap,268902.54
Probation Officers and Correctional Treatment Specialists,36.82,31963.15,2062262158.64,45.07,39128.68,2524582506.50,8.25,-1.61,86820.00,64520.00,Community and Social Service Occupations,4.00,4,moderate,Q3: Tool gap,263802.18
Civil Engineers,33.59,39798.94,3963576704.93,40.21,47638.68,4744335870.87,6.62,-4.05,118470.00,99590.00,Architecture and Engineering Occupations,4.00,5,moderate,Q4: Low priority,263368.91
Recycling Coordinators,19.89,12243.77,757889069.56,41.10,25302.30,1566212356.85,21.21,0.19,61568.00,61900.00,Transportation and Material Moving Occupations,2.00,8,moderate,Q1: Automation opportunity,259689.50
Industrial Production Managers,19.54,10063.75,1222141599.09,45.17,23265.71,2825387566.95,25.63,-2.21,51505.00,121440.00,Management Occupations,4.00,1,low,Q3: Tool gap,257957.87
"Education Teachers, Postsecondary",83.15,49132.12,3541934188.13,88.37,52217.77,3764378773.88,5.22,-3.17,59090.00,72090.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,256565.52
Logisticians,58.84,40867.68,3305377663.93,65.04,45171.05,3653434825.87,6.20,-1.87,69452.00,80880.00,Business and Financial Operations Occupations,4.00,7,moderate,Q4: Low priority,253223.86
Childcare Workers,38.68,136962.49,4389647802.35,40.53,143487.04,4598759643.44,1.84,2.89,354051.00,32050.00,Personal Care and Service Occupations,2.00,10,high,Q2: Already adopted,252398.29
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",32.67,16243.61,741520907.91,48.16,23947.12,1093185803.41,15.49,2.04,49720.00,45650.00,Office and Administrative Support Occupations,2.00,6,moderate,Q1: Automation opportunity,251674.80
Energy Auditors,29.04,14935.18,1077124960.82,45.55,23423.15,1689277678.32,16.50,-0.46,51428.00,72120.00,Construction and Extraction Occupations,3.00,6,moderate,Q1: Automation opportunity,246498.80
Sales Engineers,72.01,40822.69,4960773261.81,78.04,44238.08,5375811790.97,6.02,-3.59,56690.00,121520.00,Sales and Related Occupations,4.00,7,moderate,Q4: Low priority,245943.76
Clinical and Counseling Psychologists,28.86,20831.56,1996288758.86,40.47,29212.17,2799401968.61,11.61,-5.07,72190.00,95830.00,"Life, Physical, and Social Science Occupations",5.00,3,low,Q3: Tool gap,241835.53
Transportation Engineers,57.51,68132.40,6785305944.43,61.06,72334.75,7203817781.75,3.55,-3.79,118470.00,99590.00,Architecture and Engineering Occupations,4.00,5,moderate,Q4: Low priority,241678.12
"Switchboard Operators, Including Answering Service",72.58,25931.14,994977971.37,81.88,29256.27,1122563253.60,9.31,1.22,35730.00,38370.00,Office and Administrative Support Occupations,2.00,10,high,Q1: Automation opportunity,241322.29
Remote Sensing Scientists and Technologists,39.16,8842.54,1043065923.37,66.30,14970.68,1765941475.45,27.14,-2.91,22580.00,117960.00,"Life, Physical, and Social Science Occupations",4.00,7,moderate,Q3: Tool gap,239983.75
Butchers and Meat Cutters,40.59,56840.50,2214505692.07,44.81,62749.98,2444739368.72,4.22,0.76,140040.00,38960.00,Production Occupations,2.00,6,moderate,Q2: Already adopted,239858.80
Medical Transcriptionists,75.29,32429.42,1217724740.79,82.69,35613.29,1337279025.72,7.39,-0.52,43070.00,37550.00,Healthcare Support Occupations,3.00,10,high,Q1: Automation opportunity,239728.42
Budget Analysts,53.93,25440.97,2237024705.43,63.33,29873.85,2626807697.01,9.40,-1.18,47170.00,87930.00,Business and Financial Operations Occupations,4.00,7,moderate,Q3: Tool gap,239085.72
"Mail Clerks and Mail Machine Operators, Except Postal Service",22.21,13935.01,531620614.83,39.02,24476.69,933785775.59,16.80,2.64,62730.00,38150.00,Office and Administrative Support Occupations,2.00,6,moderate,Q1: Automation opportunity,234175.73
Operating Engineers and Other Construction Equipment Operators,9.22,43243.93,2538851142.67,14.56,68309.67,4010460817.64,5.34,-1.99,469270.00,58710.00,Construction and Extraction Occupations,2.00,1,low,Q4: Low priority,230984.54
Cargo and Freight Agents,51.94,15748.57,785853520.07,66.58,20189.02,1007432123.43,14.64,1.07,30322.00,49900.00,Office and Administrative Support Occupations,2.00,10,high,Q1: Automation opportunity,230627.18
Dental Hygienists,9.99,21878.60,2062276541.76,20.52,44943.17,4236343361.72,10.53,-0.78,219070.00,94260.00,Healthcare Practitioners and Technical Occupations,3.00,3,low,Q1: Automation opportunity,230346.71
Wind Energy Operations Managers,18.02,10245.88,1399074863.05,40.39,22957.73,3134878138.03,22.36,-1.87,56843.00,136550.00,Management Occupations,3.00,4,moderate,Q3: Tool gap,229129.53
"Title Examiners, Abstractors, and Searchers",66.18,31880.07,1752766373.91,73.31,35311.83,1941444337.62,7.12,1.10,48170.00,54980.00,Legal Occupations,2.00,11,high,Q2: Already adopted,227121.94
Veterinary Assistants and Laboratory Animal Caretakers,21.56,24617.58,918728056.53,30.73,35093.72,1309697532.01,9.17,0.88,114190.00,37320.00,Healthcare Support Occupations,2.00,6,moderate,Q1: Automation opportunity,225849.16
Veterinary Technologists and Technicians,23.55,30921.07,1421750602.17,30.81,40461.48,1860418891.12,7.27,-0.78,131320.00,45980.00,Healthcare Practitioners and Technical Occupations,3.00,6,moderate,Q2: Already adopted,224641.95
"Telecommunications Equipment Installers and Repairers, Except Line Installers",38.78,59675.99,3737507320.64,42.48,65369.28,4094078226.91,3.70,-1.43,153890.00,62630.00,"Installation, Maintenance, and Repair Occupations",3.00,5,moderate,Q4: Low priority,220776.44
"Hairdressers, Hairstylists, and Cosmetologists",47.20,139443.13,4915370303.79,48.77,144101.93,5079593107.68,1.58,0.47,295460.00,35250.00,Personal Care and Service Occupations,3.00,10,high,Q2: Already adopted,219873.44
Laundry and Dry-Cleaning Workers,13.23,25837.60,873311036.19,21.62,42235.55,1427561673.27,8.39,3.24,195360.00,33800.00,Production Occupations,1.00,3,low,Q1: Automation opportunity,216873.31
Fundraising Managers,11.92,6991.95,921787114.92,42.87,25149.33,3315575316.79,30.95,-1.77,58664.44,131835.56,Management Occupations,4.00,3,low,Q3: Tool gap,216409.48
"Transportation, Storage, and Distribution Managers",27.35,17682.64,1803805782.57,39.56,25576.15,2609023489.03,12.21,-1.53,64649.00,102010.00,Management Occupations,4.00,3,low,Q3: Tool gap,215901.56
Natural Sciences Managers,41.41,13681.99,2205262985.40,57.06,18853.69,3038837983.65,15.65,-3.15,33044.00,161180.00,Management Occupations,5.00,7,moderate,Q3: Tool gap,214136.23
"Career/Technical Education Teachers, Secondary School",53.33,55704.07,3560047028.02,57.09,59629.21,3810902955.90,3.76,-1.81,104450.00,63910.00,Educational Instruction and Library Occupations,4.00,7,moderate,Q4: Low priority,209331.23
"Mobile Heavy Equipment Mechanics, Except Engines",21.83,39344.61,2517267979.46,27.06,48777.98,3120815418.45,5.23,-2.39,180270.00,63980.00,"Installation, Maintenance, and Repair Occupations",3.00,1,low,Q4: Low priority,205887.00
"Geoscientists, Except Hydrologists and Geographers",32.58,7334.06,727831644.30,59.55,13403.78,1330191476.80,26.96,-2.37,22510.00,99240.00,"Life, Physical, and Social Science Occupations",5.00,5,moderate,Q3: Tool gap,197759.76
Dining Room and Cafeteria Attendants and Bartender Helpers,13.34,69613.42,2274270359.90,16.11,84119.94,2748198497.42,2.78,2.33,522010.00,32670.00,Food Preparation and Serving Related Occupations,1.00,4,moderate,Q2: Already adopted,193453.90
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",15.06,23313.86,961230422.48,23.34,36129.32,1489611751.31,8.28,-0.28,154820.00,41230.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,192983.97
"Communications Teachers, Postsecondary",78.83,23064.21,1794395249.12,87.16,25504.14,1984222097.40,8.34,-2.21,29260.00,77800.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q3: Tool gap,192327.87
"Electronics Engineers, Except Computer",59.87,39524.29,5042903541.98,64.69,42706.95,5448980313.99,4.82,-3.27,66013.00,127590.00,Architecture and Engineering Occupations,4.00,5,moderate,Q4: Low priority,190557.51
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",34.58,21293.01,1318037012.78,43.41,26726.15,1654348951.85,8.82,0.72,61568.00,61900.00,Transportation and Material Moving Occupations,2.00,10,high,Q1: Automation opportunity,187902.93
Prepress Technicians and Workers,36.67,8459.94,400155155.82,58.13,13409.81,634284225.14,21.46,1.31,23070.00,47300.00,Production Occupations,3.00,8,high,Q1: Automation opportunity,181515.57
Appraisers of Personal and Business Property,41.67,12307.67,805167818.68,56.38,16652.98,1089438033.69,14.71,0.14,29535.00,65420.00,Business and Financial Operations Occupations,4.00,6,moderate,Q1: Automation opportunity,181075.51
Financial Examiners,19.16,12040.91,1088498449.37,34.02,21377.80,1932552704.42,14.86,-2.43,62830.00,90400.00,Business and Financial Operations Occupations,4.00,5,moderate,Q3: Tool gap,178934.57
Advertising and Promotions Managers,53.17,11218.05,1424243219.10,68.99,14557.84,1848263989.43,15.83,-2.45,21100.00,126960.00,Management Occupations,4.00,8,high,Q3: Tool gap,177564.04
Commercial Pilots,26.52,13746.41,1686271785.74,39.43,20434.44,2506692367.48,12.90,-3.14,51830.00,122670.00,Transportation and Material Moving Occupations,3.00,3,low,Q3: Tool gap,177380.63
Medical Equipment Repairers,37.28,22678.60,1420360852.27,45.06,27407.27,1716517120.91,7.77,-1.04,60830.00,62630.00,"Installation, Maintenance, and Repair Occupations",3.00,7,moderate,Q1: Automation opportunity,176293.78
"Nursing Instructors and Teachers, Postsecondary",59.60,44250.06,3537350054.96,63.58,47205.78,3773630240.29,3.98,-3.22,74250.00,79940.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,176149.17
Community Health Workers,41.39,25136.38,1282709589.49,48.37,29377.70,1499143880.71,6.98,-1.45,60730.00,51030.00,Community and Social Service Occupations,4.00,7,moderate,Q4: Low priority,175549.66
"Foreign Language and Literature Teachers, Postsecondary",70.20,14862.06,1144527571.32,81.98,17355.83,1336572132.78,11.78,-2.04,21170.00,77010.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q3: Tool gap,175070.58
Firefighters,13.47,44738.66,2663292419.50,17.36,57665.83,3432846690.40,3.89,-2.68,332240.00,59530.00,Protective Service Occupations,3.00,2,low,Q4: Low priority,174074.21
Statisticians,71.76,13395.76,1383781730.53,84.65,15801.99,1632345665.17,12.89,-4.63,18668.00,103300.00,Computer and Mathematical Occupations,5.00,7,moderate,Q3: Tool gap,172666.18
Gambling Dealers,47.20,39162.52,1303328537.86,51.56,42784.51,1423868580.62,4.36,1.43,82980.00,33280.00,Personal Care and Service Occupations,2.00,8,high,Q2: Already adopted,170940.58
Radio Frequency Identification Device Specialists,50.09,13988.70,1784818525.98,62.28,17393.95,2219293787.61,12.19,-1.11,27927.00,127590.00,Architecture and Engineering Occupations,4.00,9,high,Q1: Automation opportunity,170569.57
Healthcare Social Workers,42.22,78501.95,5345197763.37,44.39,82529.62,5619441686.82,2.17,-3.59,185940.00,68090.00,Community and Social Service Occupations,5.00,7,moderate,Q4: Low priority,170043.99
"Welders, Cutters, Solderers, and Brazers",16.18,68615.68,3499399692.99,18.65,79083.41,4033254071.14,2.47,-1.06,424040.00,51000.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,169382.75
"News Analysts, Reporters, and Journalists",50.37,20929.75,1261645030.05,58.29,24221.55,1460074802.99,7.92,-0.97,41550.00,60280.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,8,high,Q1: Automation opportunity,165816.03
Biomass Power Plant Managers,18.11,10342.97,1256050281.77,34.00,19420.79,2358461043.64,15.89,-2.29,57123.00,121440.00,Management Occupations,4.00,0,low,Q3: Tool gap,164367.50
Film and Video Editors,72.00,20778.68,1474870585.29,79.84,23042.73,1635573193.69,7.84,-0.36,28860.00,70980.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,10,high,Q1: Automation opportunity,163007.85
Broadcast Technicians,32.93,6941.78,374300526.66,56.23,11853.23,639125974.46,23.30,-0.87,21080.00,53920.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,9,moderate,Q1: Automation opportunity,161737.15
Wind Energy Development Managers,13.94,10602.95,1447832168.18,29.04,22087.70,3016075770.87,15.10,-1.44,76053.00,136550.00,Management Occupations,4.00,0,low,Q3: Tool gap,160114.99
"Special Education Teachers, Elementary School",19.90,18482.30,1187857304.92,28.55,26513.00,1703990556.51,8.65,-2.04,92873.33,64270.00,Educational Instruction and Library Occupations,4.00,2,low,Q3: Tool gap,159815.35
Automotive Engineering Technicians,49.03,11134.51,765275162.87,63.28,14371.34,987742159.09,14.25,-0.99,22710.00,68730.00,Architecture and Engineering Occupations,3.00,8,high,Q1: Automation opportunity,158698.71
Parking Attendants,17.80,23964.20,829161160.85,24.40,32850.74,1136635640.40,6.60,2.98,134650.00,34600.00,Transportation and Material Moving Occupations,2.00,3,low,Q2: Already adopted,158157.38
Sound Engineering Technicians,28.35,3700.24,245806847.12,70.50,9200.60,611195763.19,42.15,-0.77,13050.00,66430.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,7,moderate,Q1: Automation opportunity,155958.96
Chemical Equipment Operators and Tenders,22.80,29046.45,1658261961.97,28.15,35861.16,2047313384.59,5.35,-1.25,127410.00,57090.00,Production Occupations,2.00,4,moderate,Q4: Low priority,155359.05
First-Line Supervisors of Correctional Officers,26.39,14091.33,1075309033.70,37.29,19910.64,1519380902.57,10.90,-2.10,53390.00,76310.00,Protective Service Occupations,3.00,3,low,Q3: Tool gap,153590.28
