category,config_key,config_label,pct_tasks_affected,workers_affected,wages_affected
Orthodontists,agentic_ceiling,Agentic Ceiling,10.27,528.72,94751877.25
Hearing Aid Specialists,agentic_ceiling,Agentic Ceiling,4.90,518.57,31923318.88
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",agentic_ceiling,Agentic Ceiling,5.73,502.34,24734996.52
"Roustabouts, Oil and Gas",agentic_ceiling,Agentic Ceiling,1.09,492.58,23402277.74
Hoist and Winch Operators,agentic_ceiling,Agentic Ceiling,19.29,478.47,25028918.68
Environmental Restoration Planners,agentic_ceiling,Agentic Ceiling,6.67,469.37,37577425.14
Podiatrists,agentic_ceiling,Agentic Ceiling,4.92,468.00,71510135.03
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",agentic_ceiling,Agentic Ceiling,3.84,464.34,15940796.86
Pipelayers,agentic_ceiling,Agentic Ceiling,1.36,457.39,22279357.81
"Loading and Moving Machine Operators, Underground Mining",agentic_ceiling,Agentic Ceiling,6.91,423.87,29187614.13
Tree Trimmers and Pruners,agentic_ceiling,Agentic Ceiling,0.87,414.96,20926212.07
Endoscopy Technicians,agentic_ceiling,Agentic Ceiling,1.49,412.78,19008299.62
Musical Instrument Repairers and Tuners,agentic_ceiling,Agentic Ceiling,6.86,393.31,17824988.91
Orthotists and Prosthetists,agentic_ceiling,Agentic Ceiling,3.93,390.50,30579960.91
Ophthalmic Medical Technologists,agentic_ceiling,Agentic Ceiling,9.80,388.77,18968052.42
Hydroelectric Plant Technicians,agentic_ceiling,Agentic Ceiling,16.28,388.54,38725672.47
Agricultural Engineers,agentic_ceiling,Agentic Ceiling,22.98,386.06,32672551.03
Gem and Diamond Workers,agentic_ceiling,Agentic Ceiling,5.94,367.48,18057729.90
Camera and Photographic Equipment Repairers,agentic_ceiling,Agentic Ceiling,18.23,366.51,18069167.88
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",agentic_ceiling,Agentic Ceiling,6.48,343.98,16039621.23
"Excavating and Loading Machine and Dragline Operators, Surface Mining",agentic_ceiling,Agentic Ceiling,0.98,335.13,17611160.83
Helpers--Carpenters,agentic_ceiling,Agentic Ceiling,1.33,327.91,13641244.09
"Derrick Operators, Oil and Gas",agentic_ceiling,Agentic Ceiling,2.91,321.79,20189362.43
Transit and Railroad Police,agentic_ceiling,Agentic Ceiling,10.49,314.82,25916389.80
Motorcycle Mechanics,agentic_ceiling,Agentic Ceiling,2.18,305.93,14439910.72
"Pourers and Casters, Metal",agentic_ceiling,Agentic Ceiling,5.09,296.85,14527789.33
Range Managers,agentic_ceiling,Agentic Ceiling,10.90,277.59,18862213.62
"Glass Blowers, Molders, Benders, and Finishers",agentic_ceiling,Agentic Ceiling,5.26,264.91,12103800.20
Ophthalmic Laboratory Technicians,agentic_ceiling,Agentic Ceiling,1.39,260.79,10019599.25
Forest and Conservation Workers,agentic_ceiling,Agentic Ceiling,4.63,260.68,11386436.53
"Rail Yard Engineers, Dinkey Operators, and Hostlers",agentic_ceiling,Agentic Ceiling,7.80,257.56,14946158.42
Embalmers,agentic_ceiling,Agentic Ceiling,7.49,256.19,14418234.49
Models,agentic_ceiling,Agentic Ceiling,4.67,249.88,22486362.36
Animal Scientists,agentic_ceiling,Agentic Ceiling,10.00,246.97,19540588.18
Animal Breeders,agentic_ceiling,Agentic Ceiling,13.25,229.21,11918757.85
Foundry Mold and Coremakers,agentic_ceiling,Agentic Ceiling,1.73,219.60,10035505.56
Oral and Maxillofacial Surgeons,agentic_ceiling,Agentic Ceiling,3.89,207.44,37175126.35
Fish and Game Wardens,agentic_ceiling,Agentic Ceiling,3.07,197.40,13458745.89
Pile Driver Operators,agentic_ceiling,Agentic Ceiling,6.36,193.33,13631507.53
Foresters,agentic_ceiling,Agentic Ceiling,1.80,173.58,12265013.18
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",agentic_ceiling,Agentic Ceiling,1.08,169.13,7861137.81
Crematory Operators,agentic_ceiling,Agentic Ceiling,5.55,163.77,7022535.18
Motorboat Operators,agentic_ceiling,Agentic Ceiling,6.66,158.59,8227609.33
Dancers,agentic_ceiling,Agentic Ceiling,1.60,144.82,7388467.36
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",agentic_ceiling,Agentic Ceiling,1.96,141.31,5389445.74
Shoe and Leather Workers and Repairers,agentic_ceiling,Agentic Ceiling,1.84,140.53,5052169.74
Rail-Track Laying and Maintenance Equipment Operators,agentic_ceiling,Agentic Ceiling,0.77,127.57,8594172.98
Manufactured Building and Mobile Home Installers,agentic_ceiling,Agentic Ceiling,4.66,121.71,4999809.83
"Cooks, Private Household",agentic_ceiling,Agentic Ceiling,12.90,116.13,5171180.58
Dredge Operators,agentic_ceiling,Agentic Ceiling,10.32,106.27,5146778.09
Shoe Machine Operators and Tenders,agentic_ceiling,Agentic Ceiling,2.99,97.86,3734459.76
Nuclear Technicians,agentic_ceiling,Agentic Ceiling,15.57,96.56,10065289.42
Fallers,agentic_ceiling,Agentic Ceiling,2.23,91.67,4940865.23
"Roof Bolters, Mining",agentic_ceiling,Agentic Ceiling,3.97,88.44,6778165.41
Furniture Finishers,agentic_ceiling,Agentic Ceiling,0.62,87.97,3741413.98
Farm Labor Contractors,agentic_ceiling,Agentic Ceiling,21.42,87.81,4275267.93
Prosthodontists,agentic_ceiling,Agentic Ceiling,10.45,79.45,14237958.94
Commercial Divers,agentic_ceiling,Agentic Ceiling,2.10,72.11,4407845.20
Paperhangers,agentic_ceiling,Agentic Ceiling,4.32,65.60,3165942.25
"Model Makers, Wood",agentic_ceiling,Agentic Ceiling,17.47,62.89,3260984.46
Watch and Clock Repairers,agentic_ceiling,Agentic Ceiling,4.33,56.31,3417230.80
Terrazzo Workers and Finishers,agentic_ceiling,Agentic Ceiling,3.08,44.70,2559440.30
"Patternmakers, Wood",agentic_ceiling,Agentic Ceiling,20.22,36.40,1911574.26
"Molders, Shapers, and Casters, Except Metal and Plastic",agentic_ceiling,Agentic Ceiling,1.04,32.77,1497168.72
"Makeup Artists, Theatrical and Performance",agentic_ceiling,Agentic Ceiling,0.88,29.33,1474550.77
Stonemasons,agentic_ceiling,Agentic Ceiling,0.26,22.35,1162006.71
Timing Device Assemblers and Adjusters,agentic_ceiling,Agentic Ceiling,6.22,14.30,583114.51
"Sewers, Hand",agentic_ceiling,Agentic Ceiling,0.36,8.13,274345.02
"Paving, Surfacing, and Tamping Equipment Operators",agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Plasterers and Stucco Masons,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Fiberglass Laminators and Fabricators,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
"Rock Splitters, Quarry",agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
"Refractory Materials Repairers, Except Brickmasons",agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Reinforcing Iron and Rebar Workers,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Floor Sanders and Finishers,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Fishing and Hunting Workers,agentic_ceiling,Agentic Ceiling,4.30,0.00,0.00
Dishwashers,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
"Painting, Coating, and Decorating Workers",agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Medical Appliance Technicians,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Slaughterers and Meat Packers,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Automotive Glass Installers and Repairers,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Helpers--Roofers,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Helpers--Extraction Workers,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Tapers,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Highway Maintenance Workers,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Tire Builders,agentic_ceiling,Agentic Ceiling,0.00,0.00,0.00
Customer Service Representatives,conv_baseline,Conv. Baseline,84.08,2292070.98,98169400246.92
Retail Salespersons,conv_baseline,Conv. Baseline,57.36,2179886.98,75380491682.11
"Office Clerks, General",conv_baseline,Conv. Baseline,71.37,1791660.63,78170153362.97
Cashiers,conv_baseline,Conv. Baseline,46.94,1477540.91,46084501118.56
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",conv_baseline,Conv. Baseline,75.10,1305154.98,60415624181.77
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",conv_baseline,Conv. Baseline,81.81,1036422.58,69212300049.88
First-Line Supervisors of Office and Administrative Support Workers,conv_baseline,Conv. Baseline,68.43,1023367.28,67685511818.04
"Bookkeeping, Accounting, and Auditing Clerks",conv_baseline,Conv. Baseline,69.59,1013026.79,49851048430.02
General and Operations Managers,conv_baseline,Conv. Baseline,27.87,999093.32,102856656979.21
Baristas,conv_baseline,Conv. Baseline,47.64,941569.88,28699050049.02
Waiters and Waitresses,conv_baseline,Conv. Baseline,39.41,907500.77,30637225915.91
Personal Care Aides,conv_baseline,Conv. Baseline,44.45,886373.23,30934425892.69
"Elementary School Teachers, Except Special Education",conv_baseline,Conv. Baseline,63.21,880769.62,54907178247.58
First-Line Supervisors of Retail Sales Workers,conv_baseline,Conv. Baseline,67.18,747844.83,35388017512.09
Receptionists and Information Clerks,conv_baseline,Conv. Baseline,73.83,712141.63,26513032975.50
Human Resources Specialists,conv_baseline,Conv. Baseline,75.84,695759.72,50727841250.31
Security Guards,conv_baseline,Conv. Baseline,54.66,678761.60,26044082623.66
"Cooks, Restaurant",conv_baseline,Conv. Baseline,46.27,671890.70,24745734586.40
Stockers and Order Fillers,conv_baseline,Conv. Baseline,23.26,646480.80,23977972713.46
"Secondary School Teachers, Except Special and Career/Technical Education",conv_baseline,Conv. Baseline,59.76,640905.93,41389704793.49
Management Analysts,conv_baseline,Conv. Baseline,69.24,618935.48,62630080896.98
Home Health Aides,conv_baseline,Conv. Baseline,29.25,583323.16,20357978355.19
Computer User Support Specialists,conv_baseline,Conv. Baseline,81.76,570020.16,34395016609.76
Fast Food and Counter Workers,conv_baseline,Conv. Baseline,29.37,529914.37,16151789913.58
Computer and Information Systems Managers,conv_baseline,Conv. Baseline,77.59,501187.58,85803314020.45
Advanced Practice Psychiatric Nurses,conv_baseline,Conv. Baseline,47.35,488433.72,45717396197.41
Investment Fund Managers,conv_baseline,Conv. Baseline,89.34,458481.38,74136438650.96
"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",conv_baseline,Conv. Baseline,38.31,455594.48,30187690497.43
Heavy and Tractor-Trailer Truck Drivers,conv_baseline,Conv. Baseline,21.53,445791.35,25606255274.51
First-Line Supervisors of Food Preparation and Serving Workers,conv_baseline,Conv. Baseline,36.45,432822.87,18182888890.75
Accountants and Auditors,conv_baseline,Conv. Baseline,28.09,406788.64,33226496491.62
Medical Assistants,conv_baseline,Conv. Baseline,50.91,403979.36,17855887607.08
"Middle School Teachers, Except Special and Career/Technical Education",conv_baseline,Conv. Baseline,63.59,394502.78,24841840132.56
Search Marketing Strategists,conv_baseline,Conv. Baseline,89.65,385996.45,29702426863.26
Market Research Analysts and Marketing Specialists,conv_baseline,Conv. Baseline,89.50,385373.12,29654461224.56
Clinical Nurse Specialists,conv_baseline,Conv. Baseline,47.25,370861.56,34712641889.60
Software Quality Assurance Analysts and Testers,conv_baseline,Conv. Baseline,49.63,360283.98,40939451965.53
Software Developers,conv_baseline,Conv. Baseline,45.16,327857.15,37254756564.89
Electricians,conv_baseline,Conv. Baseline,43.47,322787.42,20125795934.22
Sales Managers,conv_baseline,Conv. Baseline,53.40,322393.46,44509640845.85
"Maintenance and Repair Workers, General",conv_baseline,Conv. Baseline,20.80,318519.04,15486395939.01
Food Preparation Workers,conv_baseline,Conv. Baseline,35.77,317926.91,10879458743.85
Lawyers,conv_baseline,Conv. Baseline,41.80,312592.71,47251513890.22
Executive Secretaries and Executive Administrative Assistants,conv_baseline,Conv. Baseline,64.84,306536.60,22763407867.54
Insurance Sales Agents,conv_baseline,Conv. Baseline,64.14,301128.79,18179145066.63
Marketing Managers,conv_baseline,Conv. Baseline,76.80,295646.35,47607931820.29
"First-Line Supervisors of Mechanics, Installers, and Repairers",conv_baseline,Conv. Baseline,48.72,292631.64,22913057143.80
Computer Systems Analysts,conv_baseline,Conv. Baseline,70.69,285190.50,29599922217.58
Counter and Rental Clerks,conv_baseline,Conv. Baseline,70.76,282061.63,10870655298.76
First-Line Supervisors of Construction Trades and Extraction Workers,conv_baseline,Conv. Baseline,57.06,275724.64,21696771792.66
"Cooks, Fast Food",conv_baseline,Conv. Baseline,40.84,272922.70,8231348758.42
Medical and Health Services Managers,conv_baseline,Conv. Baseline,47.27,267480.24,31551968799.74
Online Merchants,conv_baseline,Conv. Baseline,84.04,265915.56,21610957688.70
Training and Development Specialists,conv_baseline,Conv. Baseline,60.20,262836.61,17307790638.08
Medical Secretaries and Administrative Assistants,conv_baseline,Conv. Baseline,31.36,260566.70,11631697449.06
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",conv_baseline,Conv. Baseline,11.34,249546.90,8966220074.85
Pharmacy Technicians,conv_baseline,Conv. Baseline,50.59,246823.21,10726936490.57
Security Management Specialists,conv_baseline,Conv. Baseline,49.70,240075.27,19510916823.64
Network and Computer Systems Administrators,conv_baseline,Conv. Baseline,73.68,234714.64,22720377430.12
Public Relations Specialists,conv_baseline,Conv. Baseline,83.21,233478.07,16292099523.99
Customs and Border Protection Officers,conv_baseline,Conv. Baseline,44.11,233286.19,17797403727.01
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",conv_baseline,Conv. Baseline,54.22,231608.06,7036252853.44
First-Line Supervisors of Production and Operating Workers,conv_baseline,Conv. Baseline,32.67,223843.33,15935406585.35
"Entertainment and Recreation Managers, Except Gambling",conv_baseline,Conv. Baseline,39.76,222948.84,20047680499.91
"Shipping, Receiving, and Inventory Clerks",conv_baseline,Conv. Baseline,25.81,221355.21,9560331730.44
Personal Financial Advisors,conv_baseline,Conv. Baseline,79.29,214469.88,21905953186.78
Bartenders,conv_baseline,Conv. Baseline,28.74,214255.67,7183992687.94
Pharmacists,conv_baseline,Conv. Baseline,64.86,213317.14,29326840635.28
"Preschool Teachers, Except Special Education",conv_baseline,Conv. Baseline,46.74,208015.27,7721526818.62
Nursing Assistants,conv_baseline,Conv. Baseline,14.84,205985.81,8142619172.42
"Substitute Teachers, Short-Term",conv_baseline,Conv. Baseline,38.11,183416.55,7056034515.43
"Property, Real Estate, and Community Association Managers",conv_baseline,Conv. Baseline,61.50,182443.82,12169002476.95
Licensed Practical and Licensed Vocational Nurses,conv_baseline,Conv. Baseline,28.83,182337.51,11366920083.06
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",conv_baseline,Conv. Baseline,76.76,181321.95,18144887385.17
"Laborers and Freight, Stock, and Material Movers, Hand",conv_baseline,Conv. Baseline,5.97,178081.92,6934510155.93
"Production, Planning, and Expediting Clerks",conv_baseline,Conv. Baseline,46.06,177340.70,10244972523.58
"Health Specialties Teachers, Postsecondary",conv_baseline,Conv. Baseline,76.86,176561.47,18648422782.18
Graphic Designers,conv_baseline,Conv. Baseline,81.02,173598.54,10641590388.73
Social and Human Service Assistants,conv_baseline,Conv. Baseline,38.53,163469.36,7375737398.67
Critical Care Nurses,conv_baseline,Conv. Baseline,24.02,159909.84,14967560854.88
Acute Care Nurses,conv_baseline,Conv. Baseline,32.08,158863.08,14869583965.89
Tellers,conv_baseline,Conv. Baseline,45.63,154852.43,6091894738.84
Billing and Posting Clerks,conv_baseline,Conv. Baseline,36.77,153517.97,7241442843.95
"Child, Family, and School Social Workers",conv_baseline,Conv. Baseline,40.05,153373.08,8983061047.08
"Packers and Packagers, Hand",conv_baseline,Conv. Baseline,25.47,153170.42,5449803570.22
Paralegals and Legal Assistants,conv_baseline,Conv. Baseline,41.59,152714.69,9317123092.37
Light Truck Drivers,conv_baseline,Conv. Baseline,15.34,152538.27,6733039395.09
Amusement and Recreation Attendants,conv_baseline,Conv. Baseline,40.93,152108.63,4637792105.76
"Dispatchers, Except Police, Fire, and Ambulance",conv_baseline,Conv. Baseline,71.51,150878.33,7374932612.18
Information Security Analysts,conv_baseline,Conv. Baseline,83.84,150441.52,18791650510.83
Real Estate Sales Agents,conv_baseline,Conv. Baseline,78.11,148886.99,8385315492.21
First-Line Supervisors of Non-Retail Sales Workers,conv_baseline,Conv. Baseline,67.92,148761.22,12515281599.91
Construction Managers,conv_baseline,Conv. Baseline,42.49,148017.55,15834917969.56
"Inspectors, Testers, Sorters, Samplers, and Weighers",conv_baseline,Conv. Baseline,24.87,146999.73,6976607226.52
"Hotel, Motel, and Resort Desk Clerks",conv_baseline,Conv. Baseline,55.30,144563.49,4954190710.38
Dental Assistants,conv_baseline,Conv. Baseline,38.05,142834.78,6756085166.14
"Hairdressers, Hairstylists, and Cosmetologists",conv_baseline,Conv. Baseline,47.20,139443.13,4915370303.79
Coaches and Scouts,conv_baseline,Conv. Baseline,55.07,138204.47,6346349052.25
"Educational, Guidance, and Career Counselors and Advisors",conv_baseline,Conv. Baseline,40.04,137063.60,8928323105.72
"Securities, Commodities, and Financial Services Sales Agents",conv_baseline,Conv. Baseline,29.00,136979.21,10703555742.56
Childcare Workers,conv_baseline,Conv. Baseline,38.68,136962.49,4389647802.35
Treasurers and Controllers,conv_baseline,Conv. Baseline,47.63,136491.96,22070750235.64
Project Management Specialists,conv_baseline,Conv. Baseline,24.05,134875.66,12128092008.79
Web Administrators,conv_baseline,Conv. Baseline,69.77,132100.56,14394998482.33
Automotive Service Technicians and Mechanics,conv_baseline,Conv. Baseline,18.91,130238.40,6468941409.61
Industrial Machinery Mechanics,conv_baseline,Conv. Baseline,30.86,130215.67,8302551161.48
Loan Officers,conv_baseline,Conv. Baseline,43.68,126889.10,9412633446.01
Construction Laborers,conv_baseline,Conv. Baseline,11.96,126495.77,5911147361.81
"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",conv_baseline,Conv. Baseline,32.63,124851.25,4438462080.69
Tutors,conv_baseline,Conv. Baseline,71.38,124666.70,4997887895.20
Nurse Practitioners,conv_baseline,Conv. Baseline,40.41,124217.47,16050138956.60
Cost Estimators,conv_baseline,Conv. Baseline,56.37,123753.07,9537649137.43
Business Continuity Planners,conv_baseline,Conv. Baseline,56.03,121741.31,9893916428.18
Physical Therapists,conv_baseline,Conv. Baseline,48.91,121596.70,12283699134.20
Parts Salespersons,conv_baseline,Conv. Baseline,45.85,121521.19,4549753329.33
Computer Systems Engineers/Architects,conv_baseline,Conv. Baseline,61.79,120877.39,13172009053.11
Solar Energy Installation Managers,conv_baseline,Conv. Baseline,37.36,120612.90,9491029286.81
Computer Network Support Specialists,conv_baseline,Conv. Baseline,81.36,119146.67,8738216747.06
Bill and Account Collectors,conv_baseline,Conv. Baseline,71.85,118573.93,5459143524.99
"Purchasing Agents, Except Wholesale, Retail, and Farm Products",conv_baseline,Conv. Baseline,71.60,116213.73,8791568778.53
Business Intelligence Analysts,conv_baseline,Conv. Baseline,92.34,113079.83,12731657721.96
Human Resources Managers,conv_baseline,Conv. Baseline,52.33,112779.67,15792536636.02
Animal Caretakers,conv_baseline,Conv. Baseline,39.56,109704.22,3671800334.56
"Interviewers, Except Eligibility and Loan",conv_baseline,Conv. Baseline,68.81,108241.73,4744235010.96
"Wholesale and Retail Buyers, Except Farm Products",conv_baseline,Conv. Baseline,66.18,107409.16,8125503221.36
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",conv_baseline,Conv. Baseline,27.05,107349.42,6420568548.00
Instructional Coordinators,conv_baseline,Conv. Baseline,49.99,105405.62,7875908194.94
Exercise Trainers and Group Fitness Instructors,conv_baseline,Conv. Baseline,34.33,104230.23,4813352092.51
"Claims Adjusters, Examiners, and Investigators",conv_baseline,Conv. Baseline,33.75,102956.89,7906059559.62
Loan Interviewers and Clerks,conv_baseline,Conv. Baseline,59.14,102372.56,5011136920.53
"Teaching Assistants, Special Education",conv_baseline,Conv. Baseline,26.69,102113.26,3630126513.46
Registered Nurses,conv_baseline,Conv. Baseline,33.36,101596.50,9509432618.00
Team Assemblers,conv_baseline,Conv. Baseline,13.85,100921.50,4259896514.84
Recreation Workers,conv_baseline,Conv. Baseline,31.95,98916.29,3499658443.78
Architectural and Engineering Managers,conv_baseline,Conv. Baseline,57.38,98754.37,16565057393.04
Document Management Specialists,conv_baseline,Conv. Baseline,76.79,95345.92,10389845390.58
Machinists,conv_baseline,Conv. Baseline,31.89,95294.30,5350774710.71
Financial and Investment Analysts,conv_baseline,Conv. Baseline,50.47,95025.83,9867583805.02
Patient Representatives,conv_baseline,Conv. Baseline,80.85,94716.83,4621234207.25
Mental Health Counselors,conv_baseline,Conv. Baseline,57.59,93181.03,5609498187.58
Regulatory Affairs Managers,conv_baseline,Conv. Baseline,46.00,89494.15,12220426757.35
Data Entry Keyers,conv_baseline,Conv. Baseline,65.89,89135.02,3552030497.20
Electrical Engineers,conv_baseline,Conv. Baseline,46.76,88280.49,9879470103.30
Chief Executives,conv_baseline,Conv. Baseline,50.67,87390.14,18039072473.44
"Eligibility Interviewers, Government Programs",conv_baseline,Conv. Baseline,55.87,87306.18,4496268439.09
Computer Programmers,conv_baseline,Conv. Baseline,78.84,86622.88,8547079912.00
Self-Enrichment Teachers,conv_baseline,Conv. Baseline,27.88,86003.10,3920881132.05
Payroll and Timekeeping Clerks,conv_baseline,Conv. Baseline,54.70,85856.48,4747004893.70
Sustainability Specialists,conv_baseline,Conv. Baseline,75.53,84223.86,6844873372.43
Insurance Claims and Policy Processing Clerks,conv_baseline,Conv. Baseline,36.27,83089.99,4025709898.51
Bus and Truck Mechanics and Diesel Engine Specialists,conv_baseline,Conv. Baseline,28.48,81808.44,4960863952.04
"Meeting, Convention, and Event Planners",conv_baseline,Conv. Baseline,60.62,81642.44,4852826612.50
Chefs and Head Cooks,conv_baseline,Conv. Baseline,44.75,81591.99,4976295556.18
Advertising Sales Agents,conv_baseline,Conv. Baseline,83.62,81500.27,5009006853.49
Food Service Managers,conv_baseline,Conv. Baseline,32.93,80413.25,5251789546.25
First-Line Supervisors of Housekeeping and Janitorial Workers,conv_baseline,Conv. Baseline,45.60,79651.56,3785042101.49
Financial Quantitative Analysts,conv_baseline,Conv. Baseline,84.89,79157.44,6347634976.61
"Special Education Teachers, Secondary School",conv_baseline,Conv. Baseline,48.57,79061.95,5501921132.34
Healthcare Social Workers,conv_baseline,Conv. Baseline,42.22,78501.95,5345197763.37
Driver/Sales Workers,conv_baseline,Conv. Baseline,18.31,76418.13,2837405160.77
Operations Research Analysts,conv_baseline,Conv. Baseline,70.69,76177.41,6954235988.85
"Human Resources Assistants, Except Payroll and Timekeeping",conv_baseline,Conv. Baseline,82.15,76056.39,3760227791.07
Merchandise Displayers and Window Trimmers,conv_baseline,Conv. Baseline,38.94,74958.26,2799691130.07
Carpenters,conv_baseline,Conv. Baseline,10.71,74719.03,4431585538.72
"Cooks, Short Order",conv_baseline,Conv. Baseline,49.64,74667.16,2659644311.21
"Education Administrators, Postsecondary",conv_baseline,Conv. Baseline,42.28,74593.88,7754779562.94
"Cooks, Institution and Cafeteria",conv_baseline,Conv. Baseline,16.33,73195.12,2667962179.60
Social and Community Service Managers,conv_baseline,Conv. Baseline,37.07,72461.71,5669404303.66
Speech-Language Pathologists,conv_baseline,Conv. Baseline,40.44,72309.73,6899071633.72
Substance Abuse and Behavioral Disorder Counselors,conv_baseline,Conv. Baseline,44.51,72019.51,4335574271.20
"Education Administrators, Kindergarten through Secondary",conv_baseline,Conv. Baseline,22.43,71677.68,7459495979.12
"Architects, Except Landscape and Naval",conv_baseline,Conv. Baseline,63.87,70985.45,6863582815.84
Postal Service Mail Carriers,conv_baseline,Conv. Baseline,21.06,70754.52,4067677475.53
"Art, Drama, and Music Teachers, Postsecondary",conv_baseline,Conv. Baseline,72.25,70720.81,5671101641.24
Dining Room and Cafeteria Attendants and Bartender Helpers,conv_baseline,Conv. Baseline,13.34,69613.42,2274270359.90
"Buyers and Purchasing Agents, Farm Products",conv_baseline,Conv. Baseline,42.88,69597.62,5265059844.60
Automotive Engineers,conv_baseline,Conv. Baseline,49.06,69233.37,7083958004.52
Computer Network Architects,conv_baseline,Conv. Baseline,71.56,69067.63,9005728536.42
"Welders, Cutters, Solderers, and Brazers",conv_baseline,Conv. Baseline,16.18,68615.68,3499399692.99
"Court, Municipal, and License Clerks",conv_baseline,Conv. Baseline,40.28,68475.75,3266293406.08
Transportation Engineers,conv_baseline,Conv. Baseline,57.51,68132.40,6785305944.43
"Medical Scientists, Except Epidemiologists",conv_baseline,Conv. Baseline,43.05,67294.08,6769111396.98
"Teaching Assistants, Postsecondary",conv_baseline,Conv. Baseline,43.01,66669.96,2995481342.26
Correctional Officers and Jailers,conv_baseline,Conv. Baseline,18.03,65885.29,3819370526.30
"Business Teachers, Postsecondary",conv_baseline,Conv. Baseline,80.38,65731.58,6393710512.18
Mental Health and Substance Abuse Social Workers,conv_baseline,Conv. Baseline,51.92,65378.56,3926636337.24
"Kindergarten Teachers, Except Special Education",conv_baseline,Conv. Baseline,56.91,65111.74,3999814078.92
Compliance Managers,conv_baseline,Conv. Baseline,55.62,64955.44,8869665486.64
Reservation and Transportation Ticket Agents and Travel Clerks,conv_baseline,Conv. Baseline,50.48,64332.29,2667216715.31
"Meat, Poultry, and Fish Cutters and Trimmers",conv_baseline,Conv. Baseline,45.01,63505.10,2394142378.59
Financial Risk Specialists,conv_baseline,Conv. Baseline,33.64,63347.17,6578037633.52
Nannies,conv_baseline,Conv. Baseline,37.78,62756.78,2011354906.96
Geothermal Technicians,conv_baseline,Conv. Baseline,33.35,61259.25,2979649842.96
Clinical Data Managers,conv_baseline,Conv. Baseline,58.62,61014.53,6869626138.97
"Food Servers, Nonrestaurant",conv_baseline,Conv. Baseline,22.31,60632.72,2089403413.16
Editors,conv_baseline,Conv. Baseline,63.22,60362.64,4542892074.18
Fundraisers,conv_baseline,Conv. Baseline,56.91,60288.98,4008614264.65
"Telecommunications Equipment Installers and Repairers, Except Line Installers",conv_baseline,Conv. Baseline,38.78,59675.99,3737507320.64
Computer Numerically Controlled Tool Operators,conv_baseline,Conv. Baseline,33.16,58674.70,2931974862.75
Physician Assistants,conv_baseline,Conv. Baseline,48.10,58126.83,7745981494.88
Bakers,conv_baseline,Conv. Baseline,25.05,58092.67,2129096246.98
Insurance Underwriters,conv_baseline,Conv. Baseline,52.72,56844.85,4540766762.78
Butchers and Meat Cutters,conv_baseline,Conv. Baseline,40.59,56840.50,2214505692.07
Web Developers,conv_baseline,Conv. Baseline,84.52,56700.48,5362203173.51
Intelligence Analysts,conv_baseline,Conv. Baseline,76.15,56422.10,5279979957.18
"Career/Technical Education Teachers, Secondary School",conv_baseline,Conv. Baseline,53.33,55704.07,3560047028.02
Telemarketers,conv_baseline,Conv. Baseline,83.26,55310.12,1903221198.93
Supply Chain Managers,conv_baseline,Conv. Baseline,37.24,55242.73,5635311255.18
Landscaping and Groundskeeping Workers,conv_baseline,Conv. Baseline,5.83,54974.68,2093985583.38
Telecommunications Engineering Specialists,conv_baseline,Conv. Baseline,67.97,54704.95,7132979043.78
Logistics Analysts,conv_baseline,Conv. Baseline,70.71,54670.55,4421754478.75
Librarians and Media Collections Specialists,conv_baseline,Conv. Baseline,40.40,53255.85,3425416464.81
Order Clerks,conv_baseline,Conv. Baseline,62.94,52502.09,2344743386.87
